Detuning_Normalizado,Probabilidade_P2
1.049317943336836867e-01,5.890763706121138199e-01
1.469045120671580718e-01,3.946212221905295858e-01
1.888772298006324568e-01,2.071791837594771368e-01
2.308499475341045659e-01,6.730538527081242339e-02
2.728226652675766473e-01,5.018789462812521876e-03
3.147953830010510323e-01,3.329830992009343710e-02
3.567681007345254174e-01,1.453514581661969340e-01
3.987408184679975265e-01,3.162337527368150880e-01
4.407135362014696356e-01,5.084314397967246713e-01
4.826862539349440206e-01,6.801474066954942277e-01
5.246589716684184612e-01,7.944443101734368629e-01
5.666316894018927908e-01,8.272278682758942292e-01
6.086044071353626794e-01,7.723309628540444560e-01
6.505771248688370090e-01,6.426189551514185361e-01
6.925498426023114495e-01,4.669271060002927465e-01
7.345225603357812272e-01,2.835612553598224617e-01
7.764952780692556678e-01,1.318380829044298319e-01
8.184679958027299973e-01,4.354854338218441812e-02
8.604407135362044379e-01,3.621255795864704308e-02
9.024134312696787674e-01,1.095655089124657894e-01
9.443861490031486561e-01,2.459798788044714468e-01
9.863588667366229856e-01,4.146478488979874477e-01
1.028331584470097315e+00,5.785300083765874124e-01
1.070304302203567204e+00,7.024918997490765538e-01
1.112277019937041533e+00,7.608275739877363719e-01
1.154249737670516085e+00,7.425482373604661568e-01
1.196222455403990415e+00,6.533448959680350221e-01
1.238195173137464744e+00,5.138902639035207720e-01
1.280167890870934633e+00,3.549540542684819777e-01
1.322140608604408962e+00,2.104872372454665852e-01
1.364113326337883292e+00,1.102384609954901729e-01
1.406086044071353180e+00,7.351816566833271893e-02
1.448058761804827510e+00,1.054227324080102557e-01
1.490031479538302062e+00,1.962507202974047293e-01
1.532004197271776391e+00,3.241229374331082713e-01
1.573976915005250721e+00,4.601210635080825173e-01
1.615949632738720609e+00,5.747381113916312234e-01
1.657922350472194939e+00,6.441961088403669322e-01
1.699895068205669268e+00,6.552732315826574894e-01
1.741867785939139157e+00,6.076621852837603699e-01
1.783840503672613487e+00,5.134586121009370174e-01
1.825813221406088038e+00,3.940178274396884950e-01
1.867785939139562368e+00,2.749774023955856017e-01
1.909758656873036697e+00,1.806031076695946425e-01
1.951731374606506586e+00,1.287068807090161471e-01
1.993704092339980916e+00,1.272005426886521073e-01
2.035676810073455467e+00,1.729418471212411657e-01
2.077649527806925356e+00,2.530002074805421941e-01
2.119622245540399685e+00,3.479400770019577260e-01
2.161594963273874015e+00,4.363061534414180986e-01
2.203567681007348344e+00,4.992805742494292875e-01
2.245540398740822674e+00,5.245038293496613324e-01
2.287513116474292563e+00,5.082902979064409799e-01
2.329485834207766892e+00,4.558613730004436593e-01
2.371458551941241222e+00,3.796694964632443270e-01
2.413431269674711110e+00,2.962932849847649264e-01
2.455403987408185440e+00,2.226611741667273714e-01
2.497376705141659770e+00,1.724562811492728887e-01
2.539349422875134099e+00,1.534593664666548951e-01
2.581322140608608873e+00,1.663332693919174765e-01
2.623294858342078317e+00,2.050068288303034114e-01
2.665267576075553091e+00,2.584606789357172807e-01
2.707240293809027420e+00,3.134297150645624086e-01
2.749213011542497309e+00,3.573753829253081826e-01
2.791185729275971639e+00,3.810714257123518633e-01
2.833158447009445968e+00,3.802802188385330795e-01
2.875131164742920298e+00,3.562334838717198249e-01
2.917103882476394627e+00,3.149114779640858064e-01
2.959076600209864516e+00,2.653741209710969162e-01
3.001049317943338846e+00,2.175809702341031660e-01
3.043022035676813175e+00,1.802105204539942718e-01
3.084994753410283064e+00,1.589459097637282992e-01
3.126967471143757393e+00,1.555529699863924531e-01
3.168940188877231723e+00,1.678767991618393407e-01
3.210912906610706052e+00,1.906733945002299646e-01
3.252885624344180826e+00,2.170201064193480467e-01
3.294858342077650271e+00,2.399473177397369872e-01
3.336831059811125044e+00,2.539195810072686910e-01
3.378803777544599374e+00,2.558625835283040995e-01
