Detuning_Normalizado,Probabilidade_P2
-1.633711507293354970e+01,2.130617573313146158e-04
-1.630470016207455686e+01,2.324355213843498310e-04
-1.627228525121556046e+01,2.360400739599749411e-04
-1.623987034035656407e+01,2.222458295097515073e-04
-1.620745542949757123e+01,1.935761979551511500e-04
-1.617504051863857484e+01,1.556545919324718401e-04
-1.614262560777958200e+01,1.155406560511350973e-04
-1.611021069692058560e+01,7.991134232058039828e-05
-1.607779578606158921e+01,5.354065774344578775e-05
-1.604538087520259282e+01,3.841886875011031274e-05
-1.601296596434359998e+01,3.366293636565026351e-05
-1.598055105348460359e+01,3.615726327236369391e-05
-1.594813614262560719e+01,4.168287291309617445e-05
-1.591572123176661435e+01,4.618829506219239726e-05
-1.588330632090761974e+01,4.684919908375092737e-05
-1.585089141004862334e+01,4.265190558748765032e-05
-1.581847649918962873e+01,3.438939582077420702e-05
-1.578606158833063233e+01,2.413225490409730297e-05
-1.575364667747163949e+01,1.438240517884129480e-05
-1.572123176661264310e+01,7.195302024498723781e-06
-1.568881685575364848e+01,3.547170083076495653e-06
-1.565640194489465387e+01,3.133330297220358829e-06
-1.562398703403565747e+01,4.640094601912898284e-06
-1.559157212317666286e+01,6.379274689841524735e-06
-1.555915721231766646e+01,7.056892446434229807e-06
-1.552674230145867185e+01,6.401710934883322494e-06
-1.549432739059967545e+01,5.419713072501985556e-06
-1.546191247974068261e+01,6.157434819895153635e-06
-1.542949756888168622e+01,1.101700259674890612e-05
-1.539708265802269160e+01,2.182160790403813287e-05
-1.536466774716369699e+01,3.893370282089446773e-05
-1.533225283630470237e+01,6.074398539524567713e-05
-1.529983792544570775e+01,8.376558940418104215e-05
-1.526742301458671136e+01,1.034016807980347357e-04
-1.523500810372771674e+01,1.152483832332796426e-04
-1.520259319286872035e+01,1.166063967201072331e-04
-1.517017828200972573e+01,1.077616563020500465e-04
-1.513776337115072934e+01,9.259939059056736190e-05
-1.510534846029173472e+01,7.824907745674356332e-05
-1.507293354943273833e+01,7.369676909945828077e-05
-1.504051863857374371e+01,8.759062154044467471e-05
-1.500810372771475087e+01,1.257298505488980923e-04
-1.497568881685575448e+01,1.888901613796842359e-04
-1.494327390599675986e+01,2.716428192263369945e-04
-1.491085899513776525e+01,3.626495530868415612e-04
-1.487844408427877063e+01,4.465869097908898243e-04
-1.484602917341977424e+01,5.074407230484334706e-04
-1.481361426256077962e+01,5.325131826538691097e-04
-1.478119935170178501e+01,5.162077613156117618e-04
-1.474878444084278861e+01,4.625873436059423994e-04
-1.471636952998379400e+01,3.858805876308911702e-04
-1.468395461912479760e+01,3.085237807616709733e-04
-1.465153970826580299e+01,2.568922295049456397e-04
-1.461912479740680659e+01,2.554712559451667066e-04
-1.458670988654781375e+01,3.206963599663646388e-04
-1.455429497568881736e+01,4.559231289288651480e-04
-1.452188006482982274e+01,6.488860848723440643e-04
-1.448946515397082813e+01,8.725612059651701542e-04
-1.445705024311183351e+01,1.089631593200791199e-03
-1.442463533225283889e+01,1.259914990497324567e-03
-1.439222042139384250e+01,1.349335492147705302e-03
-1.435980551053484788e+01,1.338502440782391367e-03
-1.432739059967585149e+01,1.228846553416105929e-03
-1.429497568881685687e+01,1.044623046572150816e-03
-1.426256077795786048e+01,8.298841373089256481e-04
-1.423014586709886586e+01,6.406029626593779834e-04
-1.419773095623986947e+01,5.332712279892702417e-04
-1.416531604538087485e+01,5.522331474148979525e-04
-1.413290113452188201e+01,7.185219928140246367e-04
