Detuning_Normalizado,P2_Curva_A,P2_Curva_B
3.496062992125985147e+00,3.972560086868448526e-01,5.254420146002365399e-01
3.559055118110236560e+00,2.977881403340876809e-01,2.812001319781051167e-01
3.622047244094487972e+00,2.190260614203334011e-01,9.009852022584988185e-02
3.685039370078743826e+00,1.916129881328612616e-01,3.414214543865512486e-02
3.748031496062994794e+00,2.201475351756203014e-01,1.304251195314857226e-01
3.811023622047246207e+00,2.836505669097619253e-01,3.259973004673203389e-01
3.874015748031497619e+00,3.475587114685675383e-01,5.249771788041049936e-01
3.937007874015748587e+00,3.806601774858287546e-01,6.341085274052319365e-01
4.000000000000000000e+00,3.687870137349590349e-01,6.050919908597883756e-01
4.062992125984250968e+00,3.193839834892573393e-01,4.544731364912651950e-01
4.125984251968507266e+00,2.558367977737133203e-01,2.530418499031247825e-01
4.188976377952758234e+00,2.052229235185493994e-01,9.104440567452373734e-02
4.251968503937010091e+00,1.857494422894934993e-01,3.627438734939724546e-02
4.314960629921261059e+00,1.996012794463765394e-01,1.045139693994949909e-01
4.377952755905512028e+00,2.338268116202046332e-01,2.551544873689884363e-01
4.440944881889763884e+00,2.679371305119957469e-01,4.126500538661131423e-01
4.503937007874019294e+00,2.839969569020886486e-01,5.026313158879037735e-01
4.566929133858271150e+00,2.743480385430502322e-01,4.854369577284791126e-01
4.629921259842522119e+00,2.437601524626459015e-01,3.719746687207845515e-01
4.692913385826773087e+00,2.057231558814368866e-01,2.157493178997269834e-01
4.755905511811024944e+00,1.752881978363387272e-01,8.611313398984579703e-02
4.818897637795275912e+00,1.621306249277748579e-01,3.602886296968709628e-02
4.881889763779526881e+00,1.669391781433753053e-01,7.930319788430539862e-02
4.944881889763783178e+00,1.823257158281780255e-01,1.869890167127287173e-01
5.007874015748034147e+00,1.972423036685679587e-01,3.033144502824770550e-01
5.070866141732286003e+00,2.024366422574446767e-01,3.726079220120626090e-01
5.133858267716536972e+00,1.943398900571815802e-01,3.642818565396298558e-01
5.196850393700787940e+00,1.758497730087493494e-01,2.847223762807727376e-01
5.259842519685039797e+00,1.540942867228159430e-01,1.716649195828921504e-01
5.322834645669290765e+00,1.366189530651962247e-01,7.489436090285393754e-02
5.385826771653547063e+00,1.279490568456374822e-01,3.301553451893370073e-02
5.448818897637798031e+00,1.280246635851995385e-01,5.707579662090706690e-02
5.511811023622048999e+00,1.329357213706961194e-01,1.278802562096039153e-01
5.574803149606300856e+00,1.372766506737369829e-01,2.071014428253247774e-01
5.637795275590551825e+00,1.368073250042639855e-01,2.560385880113084656e-01
5.700787401574802793e+00,1.301692376084934988e-01,2.529334598699122250e-01
5.763779527559059090e+00,1.190289984875897017e-01,2.011727978081039314e-01
5.826771653543310059e+00,1.068348133938358119e-01,1.254889435454253077e-01
5.889763779527561915e+00,9.697293159439773769e-02,5.894709930080264948e-02
5.952755905511812884e+00,9.125753035647894695e-02,2.741740956087152653e-02
6.015748031496063852e+00,8.938378969452177858e-02,3.874939495027845959e-02
6.078740157480315709e+00,8.943140975135008275e-02,8.106520106673403836e-02
6.141732283464566677e+00,8.901236307335796960e-02,1.300479875334815960e-01
6.204724409448822087e+00,8.643108433154768344e-02,1.610531652582282147e-01
6.267716535433073943e+00,8.132710908336568401e-02,1.601094812193010752e-01
6.330708661417324912e+00,7.459786337809704015e-02,1.289823492491676271e-01
6.393700787401576768e+00,6.776380754098938752e-02,8.265415094094839821e-02
6.456692913385827737e+00,6.216509218018837629e-02,4.117448707411670156e-02
6.519685039370078705e+00,5.838718649463654070e-02,2.016449651283963238e-02
6.582677165354330562e+00,5.613670787554822517e-02,2.439436464080608005e-02
6.645669291338585971e+00,5.454176285564805299e-02,4.696690315112249381e-02
6.708661417322836940e+00,5.266034811542395083e-02,7.381526862935690325e-02
6.771653543307088796e+00,4.992420457637608555e-02,9.085440056926764874e-02
6.834645669291339765e+00,4.632585314283106659e-02,9.024376247598542289e-02
6.897637795275591621e+00,4.231128734831959143e-02,7.305391174144185151e-02
6.960629921259842590e+00,3.848430412094008130e-02,4.759567808069903316e-02
7.023622047244097999e+00,3.529583816001661406e-02,2.473091833725047858e-02
7.086614173228349856e+00,3.286552589892064585e-02,1.268169396208083770e-02
7.149606299212600824e+00,3.099272292134717943e-02,1.374867871523564357e-02
7.212598425196851792e+00,2.931452789633227571e-02,2.415533223007050589e-02
7.275590551181103649e+00,2.750770867803610520e-02,3.664363483611821071e-02
7.338582677165354617e+00,2.543097124723058336e-02,4.424608444415781966e-02
7.401574803149606474e+00,2.315251147986126939e-02,4.334901462289146579e-02
7.464566929133861883e+00,2.087291650887609928e-02,3.476405267987633246e-02
7.527559055118112852e+00,1.880112514607439056e-02,2.263014535396449048e-02
7.590551181102364708e+00,1.705200257686752610e-02,1.199178477119438452e-02
7.653543307086615677e+00,1.561006523727892503e-02,6.375243559975820110e-03
7.716535433070867533e+00,1.436326447994931178e-02,6.473086117323270314e-03
7.779527559055118502e+00,1.317624556751245506e-02,1.035192074184403122e-02
7.842519685039369470e+00,1.195957722175826354e-02,1.482141313976572880e-02
7.905511811023625768e+00,1.070215184575277513e-02,1.712362641059020016e-02
7.968503937007876736e+00,9.458493968505383639e-03,1.609965306859614809e-02
8.031496062992127705e+00,8.306436058257451321e-03,1.238778680057351853e-02
8.094488188976379561e+00,7.302079090809056837e-03,7.747099682536253556e-03
8.157480314960631418e+00,6.454900032930664666e-03,3.998330331666624313e-03
8.220472440944881498e+00,5.731302150664706156e-03,2.162416428283827578e-03
8.283464566929136907e+00,5.079070622156396479e-03,2.167542461813649988e-03
8.346456692913388764e+00,4.456216586903536010e-03,3.144692219764818903e-03
8.409448818897640621e+00,3.848742756585931974e-03,4.038958054693739599e-03
8.472440944881892477e+00,3.270505611513862057e-03,4.164686619141669266e-03
8.535433070866142558e+00,2.748787325468699666e-03,3.440494218888204975e-03
8.598425196850394414e+00,2.305799320454385553e-03,2.260652084884294186e-03
8.661417322834646271e+00,1.946471419796831593e-03,1.156716045486221034e-03
8.724409448818901680e+00,1.657669520541556109e-03,4.786400083986585706e-04
8.787401574803153537e+00,1.417088676467297701e-03,2.616757911075436277e-04
8.850393700787403617e+00,1.205350426642222850e-03,3.051450767567951403e-04
8.913385826771655474e+00,1.014342497988968313e-03,3.639499723050257395e-04
8.976377952755907330e+00,8.480741739071401926e-04,3.110747660899787774e-04
9.039370078740157410e+00,7.169331368196477355e-04,1.784667890375985595e-04
9.102362204724409267e+00,6.295624694403663141e-04,7.918446819049108909e-05
9.165354330708664676e+00,5.871016922105268829e-04,9.001778202523466469e-05
9.228346456692916533e+00,5.824609613648886602e-04,1.865809890542590311e-04
9.291338582677168390e+00,6.041639021677765826e-04,2.727845470589484165e-04
9.354330708661418470e+00,6.419411945824063251e-04,2.735679447607205074e-04
9.417322834645670326e+00,6.908004488631418454e-04,2.144078165857067500e-04
9.480314960629922183e+00,7.516609622753550168e-04,2.221045248625242515e-04
9.543307086614177592e+00,8.287927823123100550e-04,4.389324269044084757e-04
9.606299212598427673e+00,9.259589185700478793e-04,9.064357751331520319e-04
9.669291338582679529e+00,1.043524712941334759e-03,1.502356854151751329e-03
9.732283464566931386e+00,1.177893588742416750e-03,1.985040752376896010e-03
9.795275590551183242e+00,1.323154773730431067e-03,2.131215169647833647e-03
9.858267716535433323e+00,1.473674152263038887e-03,1.888165400641565305e-03
9.921259842519685179e+00,1.626088701164132323e-03,1.442223587168191094e-03
9.984251968503940589e+00,1.779768076314300080e-03,1.147451545485024408e-03
1.004724409448819245e+01,1.935802273422993587e-03,1.339536205419003100e-03
1.011023622047244253e+01,2.095351670193555237e-03,2.133174645565230013e-03
1.017322834645669438e+01,2.258372232442794423e-03,3.321689008085291182e-03
1.023622047244094624e+01,2.423319420132509679e-03,4.449313445829957032e-03
1.029921259842519810e+01,2.587774537494406338e-03,5.033124259375087312e-03
1.036220472440944818e+01,2.749439714005969156e-03,4.824050128283370771e-03
1.042519685039370358e+01,2.906858786824438948e-03,3.965199349295372988e-03
1.048818897637795544e+01,3.059512636932386082e-03,2.951861649952397526e-03
1.055118110236220730e+01,3.207371039775682841e-03,2.399591987435552125e-03
1.061417322834645738e+01,3.350284008858680530e-03,2.731354407635101528e-03
1.067716535433070923e+01,3.487615713421334928e-03,3.944773300060046631e-03
1.074015748031496109e+01,3.618303945804016066e-03,5.586594776830695538e-03
1.080314960629921650e+01,3.741239866777696862e-03,6.958349133369445653e-03
1.086614173228346836e+01,3.855686738343513161e-03,7.457314316173218292e-03
1.092913385826771844e+01,3.961475220530602352e-03,6.882996217776318412e-03
1.099212598425197029e+01,4.058881365807024723e-03,5.551495622762590669e-03
1.105511811023622215e+01,4.148288447057058015e-03,4.154057590008451012e-03
1.111811023622047223e+01,4.229839898858469421e-03,3.424819101237952870e-03
1.118110236220472409e+01,4.303265404742745957e-03,3.780606315029565092e-03
1.124409448818897950e+01,4.367945230797286478e-03,5.112122147532176773e-03
1.130708661417323135e+01,4.423150786545705128e-03,6.831895214225527230e-03
1.137007874015748321e+01,4.468329580906801879e-03,8.156950566178251469e-03
1.143307086614173329e+01,4.503309496605967764e-03,8.487504443678262414e-03
1.149606299212598515e+01,4.528354762388156138e-03,7.695666963376948840e-03
1.155905511811023700e+01,4.544072286865236121e-03,6.183469136362140794e-03
1.162204724409448708e+01,4.551213801383826620e-03,4.684110270178606060e-03
1.168503937007874427e+01,4.550441840164800265e-03,3.906393350010114833e-03
1.174803149606299435e+01,4.542134089406579985e-03,4.197271964276960178e-03
1.181102362204724621e+01,4.526295016937642753e-03,5.385206712287225750e-03
1.187401574803149806e+01,4.502619539480133548e-03,6.875517404383455801e-03
1.193700787401574814e+01,4.470703974362343763e-03,7.945001545692949307e-03
1.200000000000000000e+01,4.430333502840127884e-03,8.088353174001406548e-03
1.206299212598425541e+01,4.381722924249520021e-03,7.248753153388229342e-03
1.212598425196850727e+01,4.325585857009351352e-03,5.826737173843236917e-03
1.218897637795275912e+01,4.262974416050694000e-03,4.472054716807884363e-03
1.225196850393700920e+01,4.194944642695618009e-03,3.767074704752557124e-03
1.231496062992126106e+01,4.122204741442523669e-03,3.957319869076532902e-03
1.237795275590551292e+01,4.044930608595507723e-03,4.854723121796459227e-03
1.244094488188976300e+01,3.962858599527928696e-03,5.950370745910188615e-03
1.250393700787402018e+01,3.875620114257484310e-03,6.671670146400471811e-03
1.256692913385827026e+01,3.783144681165356762e-03,6.653821154247935472e-03
1.262992125984252212e+01,3.685909837674108264e-03,5.896435553357494593e-03
1.269291338582677398e+01,3.584892650918207902e-03,4.738795189519089297e-03
1.275590551181102406e+01,3.481242226944552404e-03,3.677677852736784252e-03
1.281889763779527591e+01,3.375852971292133894e-03,3.124716609272628048e-03
1.288188976377953132e+01,3.269080029115942459e-03,3.222020080955457968e-03
1.294488188976378318e+01,3.160761123247026946e-03,3.798396599848635931e-03
1.300787401574803503e+01,3.050533991788266334e-03,4.475620606452488520e-03
1.307086614173228512e+01,2.938266448200257865e-03,4.862405090020345544e-03
1.313385826771653697e+01,2.824348441342759610e-03,4.737382414754025446e-03
1.319685039370078883e+01,2.709674192692239792e-03,4.136024098749407386e-03
1.325984251968503891e+01,2.595323122032682644e-03,3.309391599034565510e-03
1.332283464566929609e+01,2.482125225000493020e-03,2.586190347960565673e-03
1.338582677165354617e+01,2.370365215667690449e-03,2.212412509406188645e-03
1.344881889763779803e+01,2.259798871295196510e-03,2.246267478117348372e-03
1.351181102362204989e+01,2.149971821922884874e-03,2.552148497734087629e-03
1.357480314960629997e+01,2.040653487824455655e-03,2.885935625582816948e-03
1.363779527559055182e+01,1.932131694505567331e-03,3.021411841291685510e-03
1.370078740157480368e+01,1.825196002226980386e-03,2.853501763858437481e-03
1.376377952755905909e+01,1.720820772854287804e-03,2.432244958531744067e-03
1.382677165354331095e+01,1.619734299473736669e-03,1.919684255053821223e-03
1.388976377952756103e+01,1.522125154504798536e-03,1.499531974344106176e-03
1.395275590551181288e+01,1.427654438082975917e-03,1.288428384643101107e-03
1.401574803149606474e+01,1.335762883044171309e-03,1.290794593574329501e-03
1.407874015748031482e+01,1.246091107976139267e-03,1.413028880325106632e-03
1.414173228346457201e+01,1.158768980569424394e-03,1.522198989392249116e-03
1.420472440944882209e+01,1.074410259256320223e-03,1.514896936501896165e-03
1.426771653543307394e+01,9.938218708349533942e-04,1.361690503575969371e-03
1.433070866141732580e+01,9.176008814775358981e-04,1.109284775451386141e-03
1.439370078740157588e+01,8.458520721060696149e-04,8.456824340041160099e-04
1.445669291338582774e+01,7.781834637865151600e-04,6.509817040651529876e-04
1.451968503937007959e+01,7.139738270382848780e-04,5.601454812288650907e-04
1.458267716535433500e+01,6.527518756457196961e-04,5.541464780316862192e-04
1.464566929133858686e+01,5.944695895127126558e-04,5.792239069989055808e-04
1.470866141732283694e+01,5.395208383647525502e-04,5.799425911523684420e-04
1.477165354330708880e+01,4.885066139423660091e-04,5.270783678175018768e-04
1.483464566929134065e+01,4.418904991059614882e-04,4.270855590293509761e-04
1.489763779527559073e+01,3.997419941620596485e-04,3.115527442634493608e-04
1.496062992125984259e+01,3.617049958461682419e-04,2.156965987343621412e-04
1.502362204724409800e+01,3.271947040188603515e-04,1.591564150156188004e-04
1.508661417322834986e+01,2.956988034202942149e-04,1.388690752077798788e-04
1.514960629921260171e+01,2.670095931014145160e-04,1.356372848851675964e-04
1.521259842519685179e+01,2.412653326592323290e-04,1.282611789860425779e-04
1.527559055118110365e+01,2.187950692119442625e-04,1.059534970999345866e-04
1.533858267716535551e+01,1.998711218828471694e-04,7.227683753090763407e-05
1.540157480314961091e+01,1.845154323080922692e-04,3.981016253161635300e-05
1.546456692913386277e+01,1.724618554157194335e-04,2.030180130171632276e-05
1.552755905511811285e+01,1.632786284181338729e-04,1.705220468481829442e-05
1.559055118110236471e+01,1.565642995098834615e-04,2.397546971681980177e-05
1.565354330708661657e+01,1.520978227763848287e-04,3.107458524090300192e-05
1.571653543307086665e+01,1.498627007868470729e-04,3.202552147394456425e-05
1.577952755905511850e+01,1.499466256217446807e-04,2.859731437876236951e-05
1.584251968503937391e+01,1.523906266404120012e-04,2.908225954325899270e-05
1.590551181102362577e+01,1.570837007206960130e-04,4.201423957072378815e-05
1.596850393700787762e+01,1.637620412505659464e-04,6.955135712871531159e-05
1.603149606299212948e+01,1.721034079796308208e-04,1.050822230681986184e-04
1.609448818897637778e+01,1.818503913319959985e-04,1.368478591215524899e-04
1.615748031496062964e+01,1.928841458900977914e-04,1.554418422926278482e-04
1.622047244094488150e+01,2.052062065192895304e-04,1.604348998360832659e-04
1.628346456692913691e+01,2.188449041628672649e-04,1.617132768926040482e-04
1.634645669291338876e+01,2.337477296460658399e-04,1.742552312448909975e-04
1.640944881889764062e+01,2.497260542144354319e-04,2.091254988372305296e-04
1.647244094488189248e+01,2.664837631793181660e-04,2.659891760815884959e-04
1.653543307086614433e+01,2.837100501976582106e-04,3.318572460726124454e-04
1.659842519685039264e+01,3.011801849349096845e-04,3.873198957569491479e-04
1.666141732283465160e+01,3.188066644862582095e-04,4.171466748166600914e-04
1.672440944881889990e+01,3.366149182789843729e-04,4.193723174687154285e-04
1.678740157480315176e+01,3.546617557695166695e-04,4.075120174710443704e-04
1.685039370078740362e+01,3.729449289208708329e-04,4.041819342315548943e-04
1.691338582677165547e+01,3.913527853153073882e-04,4.291808325222478434e-04
1.697637795275590733e+01,4.096766334431283939e-04,4.883536198833322373e-04
1.703937007874015919e+01,4.276726726556675292e-04,5.694252686597885658e-04
1.710236220472441460e+01,4.451359556602680289e-04,6.474302374457275222e-04
1.716535433070866645e+01,4.619477166249053458e-04,6.972329731612233669e-04
1.722834645669291476e+01,4.780768776077302159e-04,7.067053574439559078e-04
1.729133858267716661e+01,4.935429783137096913e-04,6.835618552423994255e-04
1.735433070866141847e+01,5.083657908947945229e-04,6.520300228648661994e-04
1.741732283464567033e+01,5.225283437996503921e-04,6.408193054718424198e-04
1.748031496062992218e+01,5.359674611185499598e-04,6.684613207569510248e-04
1.754330708661417759e+01,5.485890017535129592e-04,7.335787407374673788e-04
1.760629921259842945e+01,5.602938470197925316e-04,8.151845376921015027e-04
1.766929133858268131e+01,5.709998617953477434e-04,8.829783789990649622e-04
1.773228346456692961e+01,5.806520802480336649e-04,9.124600247463009574e-04
1.779527559055118147e+01,5.892218878279991768e-04,8.971927777082982581e-04
1.785826771653543332e+01,5.967005837147357564e-04,8.520035001333795292e-04
1.792125984251968873e+01,6.030921350128945870e-04,8.055318599358205324e-04
1.798425196850394059e+01,6.084067735522240413e-04,7.859433324798990742e-04
1.804724409448819245e+01,6.126549541168986807e-04,8.070301198454222450e-04
1.811023622047244430e+01,6.158417278773784887e-04,8.616329911960628153e-04
1.817322834645669616e+01,6.179635109323036463e-04,9.255340697723604074e-04
1.823622047244094446e+01,6.190098925517665543e-04,9.696772384646243012e-04
1.829921259842519632e+01,6.189710411555988468e-04,9.744727735866041615e-04
1.836220472440945173e+01,6.178475405471647907e-04,9.390688466299695154e-04
1.842519685039370358e+01,6.156570483464993615e-04,8.811736620554385356e-04
1.848818897637795544e+01,6.124333797008242857e-04,8.278269445618311340e-04
1.855118110236220730e+01,6.082182223995050586e-04,8.019728678013230685e-04
1.861417322834645915e+01,6.030506954451109441e-04,8.115712697330349249e-04
1.867716535433071101e+01,5.969617041841883019e-04,8.464613741830687111e-04
1.874015748031495932e+01,5.899769248150657595e-04,8.841588603252232940e-04
1.880314960629921828e+01,5.821261410279826706e-04,9.013331024477888977e-04
1.886614173228346658e+01,5.734517997798214669e-04,8.850909108804850232e-04
1.892913385826771844e+01,5.640097266735755611e-04,8.385932062422739091e-04
1.899212598425197029e+01,5.538603047222971859e-04,7.785985648280298625e-04
1.905511811023622215e+01,5.430555875762518381e-04,7.266049046719112205e-04
1.911811023622047401e+01,5.316316744544482024e-04,6.982808497586424825e-04
1.918110236220472942e+01,5.196130382084480567e-04,6.964163623175945953e-04
1.924409448818898127e+01,5.070275798256651924e-04,7.105658798862077557e-04
1.930708661417323313e+01,4.939231094185767999e-04,7.230838574425337657e-04
1.937007874015748143e+01,4.803734883775058928e-04,7.181641776757202505e-04
1.943307086614173329e+01,4.664682114568376018e-04,6.892830093707359111e-04
1.949606299212598515e+01,4.522898161247938635e-04,6.415713942425872122e-04
1.955905511811023700e+01,4.378924337972557135e-04,5.883833742530141528e-04
1.962204724409449241e+01,4.232957735652217177e-04,5.442088863735247261e-04
1.968503937007874427e+01,4.085003550146471376e-04,5.176791277196895894e-04
1.974803149606299613e+01,3.935165709377884792e-04,5.080430296417481634e-04
1.981102362204724798e+01,3.783904263489900623e-04,5.065015805308540958e-04
1.987401574803149629e+01,3.632092311445386476e-04,5.012910675996155299e-04
1.993700787401574814e+01,3.480817004080553694e-04,4.836808442808115537e-04
2.000000000000000000e+01,3.331025253019297182e-04,4.518781065469016853e-04
