"Frequency","Prob.","C","D","E","F"
9192631788.799999,0.092,50.208,55.285,0.065,0.107
9192631789,0.094,50.654,55.935,0.08599999999999999,0.106
9192631789.200001,0.098,45.225,50.142,0.08599999999999999,0.109
9192631789.4,0.105,45.785,51.155,0.098,0.115
9192631789.6,0.11,46.196,51.884,0.102,0.126
9192631789.799999,0.114,49.549,55.929,0.112,0.132
9192631790,0.113,47.921,54.015,0.119,0.128
9192631790.200001,0.114,47.427,53.543,0.106,0.138
9192631790.4,0.109,49.186,55.217,0.097,0.127
9192631790.6,0.102,48.503,53.991,0.099,0.112
9192631790.799999,0.101,49.317,54.888,0.097,0.114
9192631791,0.09,49.269,54.151,0.07199999999999999,0.106
9192631791.200001,0.091,46.664,51.325,0.063,0.101
9192631791.4,0.092,45.228,49.816,0.06900000000000001,0.107
9192631791.6,0.089,46.773,51.37,0.07000000000000001,0.1
9192631791.799999,0.093,50.641,55.804,0.074,0.103
9192631792,0.101,46.17,51.336,0.076,0.117
9192631792.200001,0.097,50.946,56.397,0.083,0.106
9192631792.4,0.1,46.229,51.341,0.091,0.114
9192631792.6,0.105,50.646,56.558,0.104,0.116
9192631792.799999,0.106,49.221,55.072,0.105,0.123
9192631793,0.107,45.36,50.777,0.109,0.125
9192631793.200001,0.101,53.029,58.983,0.099,0.116
9192631793.4,0.1,52.32,58.155,0.098,0.112
9192631793.6,0.098,53.204,58.971,0.08599999999999999,0.111
9192631793.799999,0.093,50.05,55.182,0.081,0.108
9192631794,0.09,47.894,52.654,0.07199999999999999,0.106
9192631794.200001,0.091,56.852,62.515,0.076,0.105
9192631794.4,0.092,52.865,58.23,0.07099999999999999,0.109
9192631794.6,0.091,52.862,58.164,0.07099999999999999,0.104
9192631794.799999,0.093,58.543,64.557,0.08,0.109
9192631795,0.096,49.701,55.007,0.08400000000000001,0.111
9192631795.200001,0.096,54.632,60.444,0.091,0.112
9192631795.4,0.098,60.877,67.482,0.091,0.115
9192631795.6,0.1,61.122,67.899,0.101,0.116
9192631795.799999,0.099,58.155,64.54600000000001,0.108,0.112
9192631796,0.095,58.45,64.617,0.099,0.108
9192631796.200001,0.098,60.98,67.626,0.099,0.118
9192631796.4,0.094,62.079,68.54900000000001,0.08699999999999999,0.108
9192631796.6,0.091,64.206,70.608,0.082,0.108
9192631796.799999,0.091,59.514,65.44499999999999,0.07000000000000001,0.107
9192631797,0.091,62.685,68.92700000000001,0.06900000000000001,0.114
9192631797.200001,0.08799999999999999,66.312,72.74299999999999,0.065,0.107
9192631797.4,0.08699999999999999,65.61,71.878,0.076,0.103
9192631797.6,0.091,62.038,68.25,0.067,0.107
9192631797.799999,0.09,61.462,67.55500000000001,0.081,0.108
9192631798,0.09,61.623,67.72,0.075,0.112
9192631798.200001,0.093,61.018,67.31,0.08599999999999999,0.116
9192631798.4,0.094,65.125,71.848,0.089,0.112
9192631798.6,0.094,64.267,70.959,0.092,0.116
9192631798.799999,0.091,66.095,72.75,0.089,0.11
9192631799,0.092,64.256,70.746,0.095,0.113
9192631799.200001,0.091,68.485,75.345,0.09,0.11
9192631799.4,0.09,64.962,71.38800000000001,0.08,0.112
9192631799.6,0.091,69.42100000000001,76.349,0.07000000000000001,0.113
9192631799.799999,0.08699999999999999,69.322,75.907,0.07099999999999999,0.109
9192631800,0.09,64.61499999999999,70.985,0.061,0.113
9192631800.200001,0.08699999999999999,68.66800000000001,75.232,0.067,0.113
9192631800.4,0.08400000000000001,71.209,77.764,0.066,0.108
9192631800.6,0.08400000000000001,68.68899999999999,74.974,0.07000000000000001,0.102
9192631800.799999,0.08599999999999999,67.982,74.393,0.074,0.107
9192631801,0.08799999999999999,67.56999999999999,74.06999999999999,0.075,0.111
9192631801.200001,0.08599999999999999,69.38500000000001,75.93000000000001,0.092,0.106
9192631801.4,0.089,68.10899999999999,74.73099999999999,0.079,0.108
9192631801.6,0.08799999999999999,67.006,73.50700000000001,0.089,0.11
9192631801.799999,0.08500000000000001,67.593,73.871,0.08599999999999999,0.102
9192631802,0.08799999999999999,71.426,78.36,0.082,0.111
9192631802.200001,0.08699999999999999,69.67100000000001,76.31,0.076,0.107
9192631802.4,0.08400000000000001,67.407,73.60299999999999,0.065,0.104
9192631802.6,0.08500000000000001,67.578,73.879,0.074,0.107
9192631802.799999,0.08400000000000001,70.432,76.849,0.06900000000000001,0.104
9192631803,0.08699999999999999,69.95999999999999,76.624,0.073,0.114
9192631803.200001,0.08599999999999999,65.836,72.02200000000001,0.062,0.109
9192631803.4,0.083,68.205,74.41800000000001,0.06900000000000001,0.105
9192631803.6,0.08599999999999999,73.652,80.608,0.067,0.109
9192631803.799999,0.08400000000000001,70.755,77.23099999999999,0.076,0.102
9192631804,0.081,68.536,74.607,0.067,0.103
9192631804.200001,0.08400000000000001,67.97199999999999,74.196,0.081,0.108
9192631804.4,0.083,68.137,74.315,0.078,0.104
9192631804.6,0.08500000000000001,66.57599999999999,72.721,0.077,0.107
9192631804.799999,0.083,71.069,77.48999999999999,0.074,0.103
9192631805,0.082,69.438,75.651,0.074,0.104
9192631805.200001,0.082,71.465,77.82599999999999,0.073,0.106
9192631805.4,0.083,68.505,74.68600000000001,0.07000000000000001,0.103
9192631805.6,0.081,71.255,77.503,0.063,0.101
9192631805.799999,0.081,71.399,77.676,0.066,0.1
9192631806,0.08,70.447,76.595,0.068,0.099
9192631806.200001,0.08,71.726,77.971,0.066,0.1
9192631806.4,0.08400000000000001,65.163,71.101,0.074,0.104
9192631806.6,0.082,67.447,73.437,0.068,0.101
9192631806.799999,0.082,66.19199999999999,72.095,0.074,0.099
9192631807,0.081,67.876,73.845,0.077,0.098
9192631807.200001,0.081,67.53100000000001,73.514,0.073,0.106
9192631807.4,0.081,68.43300000000001,74.503,0.075,0.105
9192631807.6,0.08,68.51900000000001,74.48699999999999,0.07199999999999999,0.099
9192631807.799999,0.079,68.491,74.337,0.068,0.097
9192631808,0.082,63.486,69.126,0.07199999999999999,0.103
9192631808.200001,0.083,63.675,69.465,0.07099999999999999,0.107
9192631808.4,0.078,66.613,72.23099999999999,0.067,0.097
9192631808.6,0.079,63.354,68.81999999999999,0.063,0.095
9192631808.799999,0.082,65.11,70.937,0.067,0.102
9192631809,0.081,64.59699999999999,70.255,0.062,0.098
9192631809.200001,0.082,61.783,67.32599999999999,0.067,0.101
9192631809.4,0.082,64.839,70.621,0.07099999999999999,0.102
9192631809.6,0.079,61.892,67.23,0.066,0.096
9192631809.799999,0.079,63.567,69.033,0.068,0.093
9192631810,0.08,61.352,66.685,0.077,0.098
9192631810.200001,0.081,63.414,68.988,0.08,0.102
9192631810.4,0.081,60.166,65.453,0.077,0.103
9192631810.6,0.08,63.166,68.676,0.074,0.099
9192631810.799999,0.08,59.408,64.59399999999999,0.06900000000000001,0.099
9192631811,0.08,63.695,69.22799999999999,0.068,0.097
9192631811.200001,0.08,63.614,69.15300000000001,0.07000000000000001,0.097
9192631811.4,0.079,60.473,65.694,0.07000000000000001,0.095
9192631811.6,0.078,62.431,67.718,0.066,0.094
9192631811.799999,0.079,55.139,59.863,0.07000000000000001,0.095
9192631812,0.079,56.634,61.47,0.062,0.094
9192631812.200001,0.083,58.342,63.589,0.073,0.103
9192631812.4,0.081,55.946,60.861,0.07099999999999999,0.099
9192631812.6,0.078,61.546,66.762,0.061,0.092
9192631812.799999,0.081,58.316,63.483,0.074,0.101
9192631813,0.078,56.449,61.247,0.067,0.093
9192631813.200001,0.079,59.558,64.64700000000001,0.07000000000000001,0.095
9192631813.4,0.077,53.577,58.042,0.07099999999999999,0.093
9192631813.6,0.078,59.532,64.56100000000001,0.07000000000000001,0.093
9192631813.799999,0.08,59.691,64.913,0.064,0.097
9192631814,0.08,56.547,61.482,0.065,0.098
9192631814.200001,0.077,49.981,54.144,0.063,0.091
9192631814.4,0.08,54.979,59.735,0.062,0.097
9192631814.6,0.08,55.89,60.759,0.062,0.1
9192631814.799999,0.076,50.198,54.332,0.061,0.089
9192631815,0.08,50.268,54.624,0.058,0.094
9192631815.200001,0.073,51.626,55.701,0.067,0.083
9192631815.4,0.079,51.403,55.787,0.063,0.098
9192631815.6,0.079,49.954,54.237,0.062,0.094
9192631815.799999,0.077,49.119,53.227,0.064,0.089
9192631816,0.076,53.891,58.31,0.06,0.091
9192631816.200001,0.08,50.862,55.31,0.068,0.1
9192631816.4,0.078,48.404,52.493,0.06900000000000001,0.097
9192631816.6,0.076,53.499,57.903,0.067,0.089
9192631816.799999,0.073,50.39,54.354,0.06900000000000001,0.08400000000000001
9192631817,0.076,48.067,52.012,0.065,0.08599999999999999
9192631817.200001,0.078,54.108,58.686,0.068,0.097
9192631817.4,0.08,47.705,51.843,0.057,0.098
9192631817.6,0.075,48.637,52.59,0.067,0.089
9192631817.799999,0.077,53.695,58.143,0.064,0.091
9192631818,0.078,49.453,53.65,0.064,0.091
9192631818.200001,0.079,50.643,55.009,0.064,0.097
9192631818.4,0.077,50.036,54.182,0.07199999999999999,0.09
9192631818.6,0.08,45.255,49.206,0.068,0.091
9192631818.799999,0.078,50.905,55.206,0.067,0.095
9192631819,0.075,50.233,54.284,0.065,0.08599999999999999
9192631819.200001,0.074,50.303,54.325,0.074,0.083
9192631819.4,0.078,50.027,54.261,0.06900000000000001,0.089
9192631819.6,0.079,44.743,48.556,0.068,0.092
9192631819.799999,0.074,44.469,48.007,0.06,0.08400000000000001
9192631820,0.078,47.063,51.038,0.07199999999999999,0.09
9192631820.200001,0.078,48.252,52.338,0.06,0.092
9192631820.4,0.074,52.212,56.375,0.06900000000000001,0.08400000000000001
9192631820.6,0.077,49.687,53.842,0.064,0.09
9192631820.799999,0.077,50.606,54.837,0.054,0.092
9192631821,0.077,51.967,56.281,0.066,0.09
9192631821.200001,0.077,54.394,58.9,0.064,0.089
9192631821.4,0.077,52.28,56.652,0.063,0.096
9192631821.6,0.077,50.957,55.182,0.058,0.089
9192631821.799999,0.081,51.367,55.898,0.063,0.097
9192631822,0.077,50.931,55.175,0.058,0.091
9192631822.200001,0.077,56.083,60.777,0.056,0.091
9192631822.4,0.076,57.078,61.788,0.06900000000000001,0.092
9192631822.6,0.079,54.375,59.045,0.07000000000000001,0.097
9192631822.799999,0.077,57.278,62.026,0.06900000000000001,0.089
9192631823,0.08,53.032,57.648,0.064,0.097
9192631823.200001,0.077,55.876,60.562,0.07099999999999999,0.094
9192631823.4,0.076,52.796,57.118,0.067,0.094
9192631823.6,0.075,55.51,60.009,0.065,0.094
9192631823.799999,0.077,60.185,65.172,0.067,0.093
9192631824,0.077,56.319,61.045,0.07099999999999999,0.09
9192631824.200001,0.077,60.617,65.684,0.06,0.096
9192631824.4,0.075,62.638,67.70699999999999,0.065,0.091
9192631824.6,0.073,57.561,62.093,0.073,0.08599999999999999
9192631824.799999,0.077,58.721,63.591,0.068,0.09
9192631825,0.077,59.371,64.29900000000001,0.068,0.092
9192631825.200001,0.077,62.178,67.40000000000001,0.062,0.094
9192631825.4,0.078,61.362,66.53100000000001,0.067,0.099
9192631825.6,0.077,65.342,70.764,0.06900000000000001,0.094
9192631825.799999,0.076,63.077,68.244,0.063,0.095
9192631826,0.079,62.575,67.937,0.06,0.095
9192631826.200001,0.077,64.95,70.372,0.056,0.093
9192631826.4,0.075,62.905,68.03400000000001,0.068,0.093
9192631826.6,0.077,61.168,66.242,0.063,0.095
9192631826.799999,0.077,60.704,65.738,0.06900000000000001,0.091
9192631827,0.078,66.423,72.015,0.062,0.096
9192631827.200001,0.081,60.714,66.057,0.059,0.105
9192631827.4,0.077,68.19,73.84,0.066,0.097
9192631827.6,0.079,63.767,69.209,0.06900000000000001,0.101
9192631827.799999,0.077,65.554,71.014,0.064,0.1
9192631828,0.077,61.868,67.014,0.063,0.101
9192631828.200001,0.078,69.735,75.649,0.065,0.103
9192631828.4,0.073,71.672,77.324,0.066,0.092
9192631828.6,0.076,66.676,72.121,0.059,0.097
9192631828.799999,0.075,69.627,75.31,0.061,0.092
9192631829,0.075,72.759,78.64100000000001,0.066,0.095
9192631829.200001,0.073,72.889,78.65000000000001,0.06,0.091
9192631829.4,0.074,70.477,76.075,0.064,0.094
9192631829.6,0.074,68.44,73.901,0.063,0.092
9192631829.799999,0.076,67.29600000000001,72.79600000000001,0.065,0.093
9192631830,0.078,70.416,76.371,0.063,0.104
9192631830.200001,0.07199999999999999,70.587,76.096,0.064,0.09
9192631830.4,0.075,67.453,72.90600000000001,0.058,0.098
9192631830.6,0.077,71.754,77.758,0.062,0.103
9192631830.799999,0.076,71.58,77.504,0.062,0.099
9192631831,0.076,74.178,80.301,0.063,0.097
9192631831.200001,0.073,73.752,79.554,0.061,0.092
9192631831.4,0.075,71.06699999999999,76.84999999999999,0.061,0.096
9192631831.6,0.075,69.05800000000001,74.627,0.06,0.097
9192631831.799999,0.077,72.575,78.661,0.06900000000000001,0.106
9192631832,0.077,73.489,79.592,0.063,0.101
9192631832.200001,0.075,71.989,77.818,0.058,0.093
9192631832.4,0.077,69.636,75.44799999999999,0.07199999999999999,0.103
9192631832.6,0.074,71.886,77.631,0.064,0.098
9192631832.799999,0.076,72.509,78.432,0.065,0.094
9192631833,0.076,72.199,78.11199999999999,0.07199999999999999,0.097
9192631833.200001,0.076,73.798,79.901,0.065,0.099
9192631833.4,0.079,64.99299999999999,70.589,0.059,0.106
9192631833.6,0.076,70.699,76.506,0.064,0.099
9192631833.799999,0.076,67.122,72.643,0.062,0.097
9192631834,0.077,68.229,73.91800000000001,0.07000000000000001,0.097
9192631834.200001,0.076,67.511,73.096,0.061,0.097
9192631834.4,0.077,71.699,77.69499999999999,0.06900000000000001,0.1
9192631834.6,0.074,67.84699999999999,73.304,0.068,0.096
9192631834.799999,0.079,64.68000000000001,70.223,0.064,0.102
9192631835,0.077,65.377,70.79900000000001,0.059,0.097
9192631835.200001,0.077,68.63200000000001,74.395,0.063,0.101
9192631835.4,0.075,67.271,72.73999999999999,0.061,0.095
9192631835.6,0.077,64.072,69.40600000000001,0.068,0.098
9192631835.799999,0.079,68.21599999999999,74.04000000000001,0.074,0.104
9192631836,0.077,69.033,74.756,0.063,0.094
9192631836.200001,0.077,65.616,71.08199999999999,0.061,0.094
9192631836.4,0.078,66.342,71.962,0.064,0.101
9192631836.6,0.077,68.31,73.971,0.062,0.093
9192631836.799999,0.077,66.464,71.988,0.058,0.096
9192631837,0.078,63.204,68.547,0.064,0.095
9192631837.200001,0.075,61.192,66.18600000000001,0.06900000000000001,0.094
9192631837.4,0.077,63.527,68.855,0.063,0.098
9192631837.6,0.075,62.398,67.46599999999999,0.065,0.093
9192631837.799999,0.076,62.068,67.17400000000001,0.063,0.092
9192631838,0.076,60.124,65.066,0.059,0.091
9192631838.200001,0.077,63.981,69.306,0.064,0.095
9192631838.4,0.074,58.902,63.598,0.07000000000000001,0.08699999999999999
9192631838.6,0.076,57.286,62.028,0.06,0.091
9192631838.799999,0.076,64.29300000000001,69.547,0.06900000000000001,0.092
9192631839,0.074,58.897,63.632,0.061,0.091
9192631839.200001,0.077,56.255,60.964,0.06,0.096
9192631839.4,0.079,56.809,61.692,0.067,0.096
9192631839.6,0.075,59.956,64.837,0.063,0.092
9192631839.799999,0.074,58.093,62.766,0.066,0.08500000000000001
9192631840,0.078,55.253,59.899,0.062,0.091
9192631840.200001,0.077,53.427,57.885,0.064,0.089
9192631840.4,0.076,58.246,63.051,0.073,0.092
9192631840.6,0.075,56.526,61.122,0.065,0.089
9192631840.799999,0.077,57.501,62.269,0.06,0.091
9192631841,0.078,52.903,57.37,0.064,0.094
9192631841.200001,0.076,55.568,60.126,0.058,0.089
9192631841.4,0.079,57.283,62.2,0.061,0.1
9192631841.6,0.075,56.468,61.071,0.064,0.09
9192631841.799999,0.075,55.821,60.36,0.067,0.097
9192631842,0.073,53.129,57.304,0.066,0.08
9192631842.200001,0.075,50.572,54.662,0.063,0.08500000000000001
9192631842.4,0.076,49.798,53.913,0.063,0.08799999999999999
9192631842.6,0.076,55.527,60.083,0.064,0.089
9192631842.799999,0.077,49.644,53.8,0.064,0.091
9192631843,0.076,49.561,53.62,0.068,0.09
9192631843.200001,0.075,49.359,53.377,0.067,0.08699999999999999
9192631843.4,0.075,48.162,52.057,0.064,0.08599999999999999
9192631843.6,0.077,48.891,52.96,0.066,0.091
9192631843.799999,0.076,49.337,53.377,0.07099999999999999,0.089
9192631844,0.077,54.081,58.606,0.07000000000000001,0.091
9192631844.200001,0.076,47.179,51.055,0.058,0.089
9192631844.4,0.079,46.721,50.705,0.061,0.096
9192631844.6,0.076,51.137,55.318,0.068,0.09
9192631844.799999,0.076,51.339,55.553,0.065,0.09
9192631845,0.075,47.053,50.87,0.066,0.08799999999999999
